I [../src/deptran/s_main.cc:136] 2023-07-20 15:53:05.819 | PWD : 
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.852 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.852 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.852 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.852 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.852 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.852 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.853 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.853 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.853 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.853 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.853 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.853 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.853 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.853 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.854 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.854 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.854 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.854 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.854 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.854 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.854 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.854 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.855 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.856 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.856 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.856 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.856 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.856 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.856 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.856 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.856 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.857 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.857 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.857 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.857 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.857 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.857 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.857 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.858 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.859 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.861 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.862 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:08.863 | 1) the client proc id is: 2204130
